1005053,Noah,Answerth,20
1008171,Tyler,Brown,40
1008436,Kieren,Briggs,1010
280819,Dylan,Grimes,120
291828,Billy,Longer,130
296317,Scott,Jones,60
998321,Joel,Garner,110
1004829,Riley,Grundy,110
1008285,Will,Kelly,40
281280,Neville,Jetta,90
997206,Andrew,McPherson,10
998782,Buku,Khamis,140
1002347,Jack,Payne,20
992597,Paul,Hunter,10
1006138,Joel,Crocker,100
1013948,Patrick,Bines,150
1013975,Anton,Tohill,40
1004767,Angus,Schumacher,30
1004909,Lachlan,Young,140
1005000,Laitham,Vandermeer,140
1014038,Callum,M. Brown,1010
281078,Liam,Jones,30
298474,Francis,Watson,150
1001299,Connor,Rozee,110
993796,Ben,Crocker,40
998266,Declan,Watson,100
998569,Callum,Moore,120
998662,Jack,Maibaum,160
1002312,Zac,Bailey,20
1014081,Austin,Bradtke,90
290228,Kyle,Hartigan,10
996743,Lewis,Melican,160
998134,Josh,Battle,130
1006087,Caleb,Graham,1000
1006303,Fergus,Greene,140
1008089,Isaac,Quaynor,40
1004991,Harrison,Jones,80
998390,Changkuoth,Jiath,80
999320,Martin,Frederick,110
298312,Paddy,McCartin,130
1005084,Will,Walker,100
250290,Travis,Varcoe,40
1011949,Ben,Silvagni,30
250548,Lynden,Dunn,40
1013974,Mark,Keane,40
1014082,Guy,Walker,90
992465,Declan,Keilty,90
1004863,Mitchell,Hinge,20
1013409,James,Jordon,90
1002403,Ben,Miller,120
1004437,Tobe,Watson,60
1008261,Tom,McKenzie,100
993836,Sam,Skinner,20
1006152,Jordan,Clark,70
993917,Ben,Long,130
1006151,Jason,Carter,60
1008083,Connor,Idun,1010
1011936,Justin,McInerney,160
993821,Brandon,White,130
999824,Quinton,Narkle,70
1000044,Jez,McLennan,1000
1000959,James,Cousins,80
294013,Sean,Lemmens,1000
1000998,Lachlan,Murphy,10
1004995,Jordon,Butts,10
297729,Harrison,Wigg,1000
295964,Patrick,Wilson,10
1006241,Connor,Nutting,1000
996692,Marty,Hore,90
1002592,Durak,Tucker,160
1007102,Mark,O'Connor,70
1007238,Jake,Stein,1010
1002231,Patrick,Naish,120
1002253,Kane,Farrell,110
1006136,Lachlan,Sholl,10
298352,Ryan,Nyhuis,60
998268,Jacob,Allison,20
1002220,Esava,Ratugolea,70
998215,Will,Setterfield,30
993480,Dougal,Howard,110
1003547,Conor,Glass,80
998218,Ryan,Garthwaite,120
291594,Harley,Bennell,60
293738,Sam,Frost,90
993795,David,Cuningham,30
993827,Kurt,Mutimer,150
1010841,Jack,Madgen,40
1004985,Ben,Paton,130
298307,Lukas,Webb,140
997316,Lewis,Young,140
1005013,Flynn,Appleby,40
1000908,Myles,Poholke,10
291357,Gary,Rohan,70
294339,Ben,McNiece,50
998109,Dylan,Clarke,50
298288,Darcy,Moore,40
998126,Joe,Atley,110
295203,Nathan,Broad,120
295712,Tory,Dickson,140
998414,Daniel,Venables,150
291797,Matt,Buntine,1010
1004998,Todd,Marshall,110
1002350,Brayden,Crossley,1000
294508,Aidan,Corr,1010
991953,Corey,Ellis,1000
293883,Jed,Bews,70
1008198,Tom,McCartin,160
992472,Oscar,McDonald,90
291848,Robbie,Fox,160
295599,Patrick,Ambrose,50
998116,Pat,Kerr,30
1002353,Mitchell,Crowden,60
290821,Alex,Fasolo,30
1004870,Zach,Guthrie,70
250712,Dale,Morris,140
261189,Tim,Mohr,80
261374,Sam,J. Reid,1010
997230,Tyson,Stengle,10
1008893,Harrison,Petty,90
994410,Brad,Lynch,140
998484,Cameron,Zurhaar,100
1008882,Charlie,Ballard,1000
240712,Michael,Rischitelli,1000
999331,Darcy,Fogarty,10
290314,Lachlan,Keeffe,1010
1002251,Brent,Daniels,1010
291964,Jack,Hombsch,1000
1000905,Tom,Murphy,100
297107,James,Rose,160
298409,Alex,Pearce,60
998791,Jamaine,Jones,70
298298,Jackson,Nelson,150
994047,Cedric,Cox,20
997933,Griffin,Logue,60
1005721,Josh,Begley,50
1005107,Nathan,Murphy,40
1007881,Wil,Powell,1000
1001396,Isaac,Cumming,1010
990423,Jarrod,Pickett,30
998114,Jack,Scrimshaw,80
1002267,Luke,Davies-Uniacke,100
992054,Roarke,Smith,140
296322,Jack,Leslie,1000
1000223,Liam,Baker,120
298430,Aidyn,Johnson,110
1004912,Tom,De Koning,30
997770,Wylie,Buzza,70
291814,Fletcher,Roberts,140
291777,Dylan,Buckley,1010
1002143,Ben,McKay,100
